MarkerId,MarkerNumber,Title,Subtitle,Annotation,YearErected,ErectedBy,Latitude,Longitued,StreetAddress,City,County,State,Location,Missing,Link
149375,,Boulders to Building Blocks,,Pipe Spring National Monument,,"National Park Service, U.S. Department of the Interior",36.86375,-112.74128,406 North Pipe Spring Road,Fredonia,Mohave County,Arizona,"Marker can be reached from North Pipe Spring Road, 0.3 miles north of Arizona Route 389, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=149375
149382,,Boundaries and Fencing,,Pipe Spring National Monument,,"National Park Service, U.S. Department of the Interior",36.8641,-112.74209,406 North Pipe Spring Road,Fredonia,Mohave County,Arizona,"Marker can be reached from North Pipe Spring Road, 0.3 miles north of Arizona Route 389, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=149382
149385,,Remnants of a Frozen Sahara,,Pipe Spring National Monument,,"National Park Service, U.S. Department of the Interior",36.86434,-112.74181,406 North Pipe Spring Road,Fredonia,Mohave County,Arizona,"Marker can be reached from North Pipe Spring Road, 0.3 miles north of Arizona Route 389, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=149385
149396,,Tup',<i>Ephedra viridis</i>,,,,36.8642,-112.74153,406 North Pipe Spring Road,Fredonia,Mohave County,Arizona,"Marker can be reached from North Pipe Spring Road, 0.3 miles north of Arizona Route 389, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=149396
149397,,Plateau Country Trees,,Pipe Spring National Monument,,"National Park Service, U.S. Department of the Interior",36.86434,-112.74165,406 North Pipe Spring Road,Fredonia,Mohave County,Arizona,"Marker can be reached from North Pipe Spring Road, 0.3 miles north of Arizona Route 389, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=149397
149398,,Cut Off By The Grand Canyon,,Pipe Spring National Monument,,"National Park Service, U.S. Department of the Interior",36.8643,-112.74196,406 North Pipe Spring Road,Fredonia,Mohave County,Arizona,"Marker can be reached from North Pipe Spring Road, 0.3 miles north of Arizona Route 389, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=149398
149399,,Suh-uhv',<i>Rhus trilobata</i>,,,,36.86461,-112.74161,406 North Pipe Spring Road,Fredonia,Mohave County,Arizona,"Marker can be reached from North Pipe Spring Road, 0.3 miles north of Arizona Route 389, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=149399
149400,,Powell’s Surveyors at Pipe Spring,,Pipe Spring National Monument,,"National Park Service, U.S. Department of the Interior",36.86439,-112.74059,406 North Pipe Spring Road,Fredonia,Mohave County,Arizona,"Marker can be reached from North Pipe Spring Road, 0.3 miles north of Arizona Route 389, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=149400
149401,,Oos'eev,<i>Yucca kanabensis</i>,,,,36.86456,-112.74115,406 North Pipe Spring Road,Fredonia,Mohave County,Arizona,"Marker can be reached from North Pipe Spring Road, 0.3 miles north of Arizona Route 389, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=149401
149402,,Skoomp,<i>Chrysothamnus nauseosus</i>,,,,36.86385,-112.73975,406 North Pipe Spring Road,Fredonia,Mohave County,Arizona,"Marker can be reached from North Pipe Spring Road, 0.3 miles north of Arizona Route 389, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=149402
149451,,42-Inch Reflecting Telescope,,,,,35.20231,-111.66479,1400 West Mars Hill Road,Flagstaff,Coconino County,Arizona,"Marker can be reached from West Mars Hill Road, 0.6 miles west of West Santa Fe Avenue. ",,http://www.hmdb.org/m.asp?m=149451
149452,,Clark Dome Weather Station,,,,"City of Flagstaff, and the Flagstaff Cultural Partners",35.20252,-111.66415,1400 West Mars Hill Road,Flagstaff,Coconino County,Arizona,"Marker can be reached from West Mars Hill Road, 0.6 miles west of West Santa Fe Avenue. ",,http://www.hmdb.org/m.asp?m=149452
149454,,The Lawrence Lowell Telescope,,,,,35.20394,-111.6657,1400 West Mars Hill Road,Flagstaff,Coconino County,Arizona,"Marker can be reached from West Mars Hill Road, 0.6 miles west of West Santa Fe Avenue. ",,http://www.hmdb.org/m.asp?m=149454
149455,,Lowell Observatory,National Historic Landmark,,,"National Park Service, U.S. Department of the Interior",35.20238,-111.66405,1400 West Mars Hill Road,Flagstaff,Coconino County,Arizona,"Marker can be reached from West Mars Hill Road, 0.6 miles west of West Santa Fe Avenue. ",,http://www.hmdb.org/m.asp?m=149455
149456,,Henry Lee Giclas,"December 10, 1910 - April 2, 2007",,,,35.20333,-111.6652,1400 West Mars Hill Road,Flagstaff,Coconino County,Arizona,"Marker can be reached from West Mars Hill Road, 0.6 miles west of West Santa Fe Avenue. ",,http://www.hmdb.org/m.asp?m=149456
149469,,How Can 10 Million Gallons of Water a Year Suddenly Appear in a Stony Desert?,,Pipe Spring National Monument,,"National Park Service, U.S. Department of the Interior",36.86341,-112.74042,406 North Pipe Spring Road,Fredonia,Mohave County,Arizona,"Marker can be reached from North Pipe Spring Road, 0.3 miles north of Arizona Route 389, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=149469
149470,,Kwi'-uv,<i>Quercus turbinella</i>,,,,36.86458,-112.74111,406 North Pipe Spring Road,Fredonia,Mohave County,Arizona,"Marker can be reached from North Pipe Spring Road, 0.3 miles north of Arizona Route 389, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=149470
149473,,When the Good Grass Goes,,Pipe Spring National Monument,,"National Park Service, U.S. Department of the Interior",36.86307,-112.74039,406 North Pipe Spring Road,Fredonia,Mohave County,Arizona,"Marker can be reached from North Pipe Spring Road, 0.3 miles north of Arizona Route 389, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=149473
150194,,Carlos Ygnacio Velasco House,,,,Tucson-Pima County Historical Commission,32.2154,-110.96997,475 South Stone Avenue,Tucson,Pima County,Arizona,"Marker is on South Stone Avenue, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=150194
150957,,Mormon Battalion,,,2000,Eagle Scout Matt Szymeczek Troop #436,31.37525,-110.11376,,Palominas,Cochise County,Arizona,Marker can be reached from Arizona Route 92 at milepost 340. ,,http://www.hmdb.org/m.asp?m=150957
151079,,Camp Rucker Bakery and Commissary,,,,,31.75457,-109.3587,,Elfrida,Cochise County,Arizona,"Marker can be reached from North Tex Canyon Road, 0.8 miles east of East Rucker Canyon Road. ",,http://www.hmdb.org/m.asp?m=151079
151081,,How Camp Rucker received its Name,,,,,31.75413,-109.35862,,Elfrida,Cochise County,Arizona,"Marker can be reached from North Tex Canyon Road, 0.8 miles east of East Rucker Canyon Road. ",,http://www.hmdb.org/m.asp?m=151081
151089,,Ed Riggs,,,,,32.00806,-109.37278,,Willcox,Cochise County,Arizona,Marker can be reached from Faraway Trail north of East Bonita Canyon Road. ,,http://www.hmdb.org/m.asp?m=151089
151094,,Neil and Emma Erickson,,,,,32.0081,-109.37281,,Willcox,Cochise County,Arizona,Marker can be reached from Faraway Trail north of East Bonita Canyon Road. ,,http://www.hmdb.org/m.asp?m=151094
151185,,Pioneer Trail and Monument,,,2019,"Yavapai Questers and Boy Scouts of America, Prescott, AZ",34.53799,-112.47435,,Prescott,Yavapai County,Arizona,"Marker is on South McCormick Street, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=151185
152472,,"Williams Field Honor Roll, Chandler, Arizona","Former Williams AFB Parade Grounds, Flagpole, and Monument Garden",Arizona State University Polytechnic Campus,,,33.30715,-111.67985,,Mesa,Maricopa County,Arizona,"Memorial is at the intersection of Innovation Way West and East Williams Field Road, on the right when traveling north on Innovation Way West. ",,http://www.hmdb.org/m.asp?m=152472
154949,,1956 Plane Crash Mass Grave and Memorial,,,,,35.18686,-111.64955,1300 S San Francisco St,Flagstaff,Coconino County,Arizona,Marker can be reached from South San Francisco Street when traveling east. ,,http://www.hmdb.org/m.asp?m=154949
155772,,Separation Canyon,,,1939,,35.8229,-113.57065,,Grand Canyon National Park,Mohave County,Arizona,,,http://www.hmdb.org/m.asp?m=155772
155893,,Major John Wesley Powell,1834-1902,,,,36.93576,-111.4843,,Page,Coconino County,Arizona,Marker can be reached from U.S. 89. ,,http://www.hmdb.org/m.asp?m=155893
155898,,Wicket Gates,Reclamation: Managing Water in the West,,,"Bureau of Reclamation, U.S. Department of the Interior",36.93643,-111.48614,,Page,Coconino County,Arizona,Marker can be reached from U.S. 89. ,,http://www.hmdb.org/m.asp?m=155898
156169,,Site of Goodwin Stadium 1936-1978,,,,,33.41603,-111.93464,,Tempe,Maricopa County,Arizona,"Marker is at the intersection of East Lemon Street and South College Avenue, on the right when traveling east on East Lemon Street. ",,http://www.hmdb.org/m.asp?m=156169
156994,,Hermit Camp,Grand Canyon,"National Park Service, U.S. Department of the Interior",,"National Park Service, U.S. Department of the Interior",36.0718,-112.20006,,Grand Canyon National Park,Coconino County,Arizona,Marker can be reached from the intersection of Hermit Road and West Rim Trail. ,,http://www.hmdb.org/m.asp?m=156994
156995,,The Best Section,,,,,36.0717,-112.20005,,Grand Canyon National Park,Coconino County,Arizona,Marker can be reached from the intersection of Hermit Road and West Rim Trail. ,,http://www.hmdb.org/m.asp?m=156995
156999,,"A Trail, a Camp, and a <i>""Hermit""</i>",,,,,36.0717,-112.20005,,Grand Canyon National Park,Coconino County,Arizona,Marker can be reached from the intersection of Hermit Road and West Rim Trail. ,,http://www.hmdb.org/m.asp?m=156999
157000,,Colonel Claude Hale Birdseye,1878-1941,Explorer • Geographer • Surveyor,,American Society of Photogrammetry,36.07447,-112.15502,,Grand Canyon National Park,Coconino County,Arizona,Marker can be reached from Hermit Road. ,,http://www.hmdb.org/m.asp?m=157000
157147,,Down Memory Lane,Grand Canyon,"National Park Service, U.S. Department of the Interior",,"National Park Service, U.S. Department of the Interior",36.0629,-112.19066,,Grand Canyon National Park,Coconino County,Arizona,Marker can be reached from the intersection of Hermit Road and West Rim Trail. ,,http://www.hmdb.org/m.asp?m=157147
157166,,Hermit Road,Grand Canyon,"National Park Service, U.S. Department of the Interior",,"National Park Service, U.S. Department of the Interior",36.0572,-112.14474,,Grand Canyon National Park,Coconino County,Arizona,"Marker can be reached from the intersection of Hermit Road and Village Loop Drive, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=157166
157598,,Flagstaff's Third Post Office,Est. 1917,,,,35.19846,-111.64737,106 North San Francisco Street,Flagstaff,Coconino County,Arizona,"Marker is on North San Francisco Street north of East Aspen Avenue, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=157598
157599,,Federal Building / Flagstaff's Fifth Post Office,,,1988,"City of Flagstaff City Council, and Historic Sites Commission",35.19864,-111.64724,114 North San Francisco Street,Flagstaff,Coconino County,Arizona,"Marker is on North San Francisco Street north of East Aspen Avenue, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=157599
157600,,The Arizona Republic,27-Mar-62,Fifty-Year-Old Vehicles Displayed in Jerome,,,34.75026,-112.10754,,Jerome,Yavapai County,Arizona,"Marker is on Hampshire Avenue (Arizona Route 89A) east of Douglas Road, on the left when traveling east. ",,http://www.hmdb.org/m.asp?m=157600
157657,,Statehood Tree / Centennial Witness Tree,"Planted Feb. 14, 1912",,1960,Cub Scouts of Prescott,34.54163,-112.4692,120 South Cortez Street,Prescott,Yavapai County,Arizona,"Marker is on West Gurley Street just west of South Cortez Street, on the left when traveling west. ",,http://www.hmdb.org/m.asp?m=157657
157663,,Our Creeks are Alive!,,,,,34.54037,-112.46906,120 South Cortez Street,Prescott,Yavapai County,Arizona,"Marker is on South Cortez Street just north of West Goodwin Street, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=157663
157857,,William H. Goettl Memorial,,,,,34.2325,-111.34421,706 S Green Valley Parkway,Payson,Gila County,Arizona,Marker is on South Green Valley Parkway. ,,http://www.hmdb.org/m.asp?m=157857
157859,,The Great 1970 Rim Country Flood Disaster,,,,,34.2326,-111.34439,802 W Main Street,Payson,Gila County,Arizona,Marker is on West Main Street. ,,http://www.hmdb.org/m.asp?m=157859
158284,,Robson's Mining World,,,2007,"E Clampus Vitus, Lost Dutchman Chapter 5917+4",34.0216,-113.12762,,Aguila,Maricopa County,Arizona,Marker can be reached from Robsons Ranch Road west of Arizona Highway 71. ,,http://www.hmdb.org/m.asp?m=158284
158287,,"""Ocean to Ocean"" Highway Bridge",,,,Arizona State Parks,32.72798,-114.61515,220 Prison Hill Road,Yuma,Yuma County,Arizona,"Marker can be reached from Prison Hill Road, ½ mile north of Harold C. Giss Parkway. ",,http://www.hmdb.org/m.asp?m=158287
158292,,Main Cellblock,Yuma Territorial Prison State Historic Park,,,Arizona State Parks,32.72695,-114.61498,220 Prison Hill Road,Yuma,Yuma County,Arizona,"Marker can be reached from Prison Hill Road, ½ mile north of Harold C. Giss Parkway. ",,http://www.hmdb.org/m.asp?m=158292
158293,,Prison Labor,Yuma Territorial Prison State Historic Park,,,Arizona State Parks,32.72721,-114.615,220 Prison Hill Road,Yuma,Yuma County,Arizona,"Marker can be reached from Prison Hill Road, ½ mile north of Harold C. Giss Parkway. ",,http://www.hmdb.org/m.asp?m=158293
158296,,Incorrigible Ward,Yuma Territorial Prison State Historic Park,,,Arizona State Parks,32.7267,-114.61517,220 Prison Hill Road,Yuma,Yuma County,Arizona,"Marker can be reached from Prison Hill Road, ½ mile north of Harold C. Giss Parkway. ",,http://www.hmdb.org/m.asp?m=158296
158297,,Yuma Territorial Prison,Yuma Territorial Prison State Historic Park,,,Arizona State Parks,32.72683,-114.61518,220 Prison Hill Road,Yuma,Yuma County,Arizona,"Marker can be reached from Prison Hill Road, ½ mile north of Harold C. Giss Parkway. ",,http://www.hmdb.org/m.asp?m=158297
158298,,View of the Prison from Across the River,Yuma Territorial Prison State Historic Park,,,Arizona State Parks,32.72795,-114.61497,220 Prison Hill Road,Yuma,Yuma County,Arizona,"Marker can be reached from Prison Hill Road, ½ mile north of Harold C. Giss Parkway. ",,http://www.hmdb.org/m.asp?m=158298
158299,,Juan Bautista de Anza National Historic Trail,,,,,32.72802,-114.61489,220 Prison Hill Road,Yuma,Yuma County,Arizona,"Marker can be reached from Prison Hill Road, ½ mile north of Harold C. Giss Parkway. ",,http://www.hmdb.org/m.asp?m=158299
158300,,Site of Old Ferry Landing,Yuma Crossing,,1961,"Arizona Society, Daughters of the American Revolution",32.72804,-114.61507,220 Prison Hill Road,Yuma,Yuma County,Arizona,"Marker can be reached from Prison Hill Road, ½ mile north of Harold C. Giss Parkway. ",,http://www.hmdb.org/m.asp?m=158300
158365,,The All-important Colorado River Crossing,Juan Bautista de Anza National Historic Trail,,,"National Park Service, U.S. Department of the Interior",32.72803,-114.61494,220 Prison Hill Road,Yuma,Yuma County,Arizona,"Marker can be reached from Prison Hill Road, ½ mile north of Harold C. Giss Parkway. ",,http://www.hmdb.org/m.asp?m=158365
158369,,"""Indian Hill""",,,,Arizona State Parks,32.72802,-114.61496,220 Prison Hill Road,Yuma,Yuma County,Arizona,"Marker can be reached from Prison Hill Road, ½ mile north of Harold C. Giss Parkway. ",,http://www.hmdb.org/m.asp?m=158369
158377,,Yuma East Wetlands,The Colorado River Before the Dams,,,,32.72749,-114.61445,220 Prison Hill Road,Yuma,Yuma County,Arizona,"Marker can be reached from Prison Hill Road, ½ mile north of Harold C. Giss Parkway. ",,http://www.hmdb.org/m.asp?m=158377
158380,,Yuma East Wetlands,20th Century,,,,32.7276,-114.61451,220 Prison Hill Road,Yuma,Yuma County,Arizona,"Marker can be reached from Prison Hill Road, ½ mile north of Harold C. Giss Parkway. ",,http://www.hmdb.org/m.asp?m=158380
158390,,Yuma East Wetlands Today,A Return to Balance,,,,32.7277,-114.6146,220 Prison Hill Road,Yuma,Yuma County,Arizona,"Marker can be reached from Prison Hill Road, ½ mile north of Harold C. Giss Parkway. ",,http://www.hmdb.org/m.asp?m=158390
158475,5,Old Grist Mill Site,1876,,2002,Round Valley Positive Action Tourism Committee and Springerville-Eagar Chamber of Commerce.,34.11575,-109.30631,,Springerville,Apache County,Arizona,"Marker is on South River Road, 0.3 miles south of West 4th Avenue, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=158475
159088,,Officers’ Row,"Fort Verde, Arizona Territory",,,Fort Verde State Historic Park,34.56456,-111.85203,25 E Hollamon Street,Camp Verde,Yavapai County,Arizona,"Marker is on E Hollamon Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=159088
159091,,Site of Married Officers' Quarters,"Fort Verde, Arizona Territory",,,National Park Service Fort Verde,34.56477,-111.85205,125 E Hollamon Street,Camp Verde,Yavapai County,Arizona,Marker can be reached from E Hollamon Street when traveling north. ,,http://www.hmdb.org/m.asp?m=159091
159092,,Surgeon’s Quarters,,,,National Park Service Fort Verde,34.56576,-111.85247,125 E Hollamon Street,Camp Verde,Yavapai County,Arizona,Marker can be reached from E Hollamon Street when traveling north. ,,http://www.hmdb.org/m.asp?m=159092
159101,,Site of Married Officers’ Quarters,"Fort Verde, Arizona Territory",,,National Park Service Fort Verde,34.56556,-111.85239,125 E Hollamon St,Camp Verde,Yavapai County,Arizona,Marker can be reached from E Hollamon St when traveling north. ,,http://www.hmdb.org/m.asp?m=159101
159103,,Flagpole & Administration Building,"Fort Verde, Arizona Territory",,,,34.56496,-111.85277,125 E Hollamon Street,Camp Verde,Yavapai County,Arizona,Marker can be reached from E Hollamon Street when traveling north. ,,http://www.hmdb.org/m.asp?m=159103
159155,1,Site of Krause Hall,1919-1989,,1989,,33.41969,-111.93381,400 E Tyler Mall,Tempe,Maricopa County,Arizona,Marker is on East Tyler Mall. ,,http://www.hmdb.org/m.asp?m=159155
161618,,Boiler Plate 29A,,,,,35.03278,-111.02111,,Winslow,Navajo County,Arizona,Marker is on Meteor Crater Road. ,,http://www.hmdb.org/m.asp?m=161618
163185,,A Painted Park,Petrified Forest National Park,,,"National Park Service, U.S. Department of the Interior",35.07225,-109.78026,,Petrified Forest National Park,Apache County,Arizona,"Marker is on Petrified Forest Road, 1 mile north of U.S. Route 66 (Interstate 40), on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=163185
163270,,Over the Edge,Petrified Forest National Park,,,"National Park Service, U.S. Department of the Interior",35.08107,-109.78359,,Petrified Forest National Park,Apache County,Arizona,"Marker can be reached from Petrified Forest Road, 2 miles north of U.S. Route 66 (Interstate 40), on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=163270
163277,,Highway of Dreams,,,,,35.05126,-109.80532,,Petrified Forest National Park,Apache County,Arizona,"Marker is at the intersection of Petrified Forest Road and Old U.S. Route 66, on the right when traveling south on Petrified Forest Road. ",,http://www.hmdb.org/m.asp?m=163277
163289,,Grand Canyon Lodge,Grand Canyon National Park,,,"National Park Service, U.S. Department of the Interior",36.19751,-112.05291,,North Rim,Coconino County,Arizona,Marker can be reached from Grand Canyon Highway (Arizona Route 67) 43 miles south of U.S. 89A. ,,http://www.hmdb.org/m.asp?m=163289
163551,,From Canvas to Castles,"Wylie Way Camp, 1917-1927",Grand Canyon National Park,,"National Park Service, U.S. Department of the Interior",36.19866,-112.05234,,North Rim,Coconino County,Arizona,"Marker can be reached from Grand Canyon Highway (Arizona Route 67) 43 miles south of U.S. 89A, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=163551
163552,,"Grand Canyon Lodge, 1928-1932",Grand Canyon National Park,,,"National Park Service, U.S. Department of the Interior",36.19866,-112.05235,,North Rim,Coconino County,Arizona,"Marker can be reached from Grand Canyon Highway (Arizona Route 67) 43 miles south of U.S. 89A, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=163552
163553,,"Grand Canyon Lodge, A Legacy Rebuilt",Grand Canyon National Park,,,"National Park Service, U.S. Department of the Interior",36.19865,-112.05236,,North Rim,Coconino County,Arizona,"Marker can be reached from Grand Canyon Highway (Arizona Route 67) 43 miles south of U.S. 89A, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=163553
163577,,Summer Home,Grand Canyon National Park,,,"National Park Service, U.S. Department of the Interior",36.20048,-112.05619,,North Rim,Coconino County,Arizona,Marker can be reached from Grand Canyon Highway (Arizona Route 67) 43 miles south of U.S. 89A. ,,http://www.hmdb.org/m.asp?m=163577
166001,,Yuma County Arizona World War I Memorial,,,,The American Legion,32.72372,-114.62228,250 West 2nd Street,Yuma,Yuma County,Arizona,"Memorial is on South 2nd Avenue just north of West 2nd Street (West Court Street), on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=166001
166002,,George Washington,,,1932,"Yuma Chapter, Daughters of the American Revolution",32.72351,-114.62228,250 West 2nd Street,Yuma,Yuma County,Arizona,"Marker is at the intersection of West 2nd Street (West Court Street) and South 2nd Avenue, on the left when traveling east on West 2nd Street (West Court Street). ",,http://www.hmdb.org/m.asp?m=166002
169438,,Stephen Tyng Mather,,"July 4, 1867 — Jan. 22, 1930",,National Park Service,36.06148,-112.10806,,Grand Canyon Village,Coconino County,Arizona,Marker can be reached from the intersection of South Entrance Road and Yavapai Lodge Road. ,,http://www.hmdb.org/m.asp?m=169438
169439,,Ancient Illusion,Grand Canyon,,,"National Park Service, U. S. Department of the Interior",36.04346,-111.82602,,Grand Canyon Village,Coconino County,Arizona,Marker can be reached from Desert View Drive (Arizona Route 64) 21.5 miles east of South Entrance Road. ,,http://www.hmdb.org/m.asp?m=169439
170537,,House Under Rock,,,,,36.22865,-109.36122,,Chinle,Apache County,Arizona,"Marker can be reached from Mummy Cave Overlook Road, 1.5 miles east of North Rim Highway (Indian Route 64). ",,http://www.hmdb.org/m.asp?m=170537
170547,,The Place Where Two Fell Off,,,,,36.2378,-109.35947,,Chinle,Apache County,Arizona,"Marker can be reached from Mummy Cave Overlook Road, 1.5 miles east of North Rim Highway (Indian Route 64). ",,http://www.hmdb.org/m.asp?m=170547
170548,,Sliding House Ruins,,,,,36.11635,-109.43696,,Chinle,Apache County,Arizona,"Marker can be reached from Sliding House Overlook Road, 1.6 miles north of South Rim Highway (Indian Route 7). ",,http://www.hmdb.org/m.asp?m=170548
171615,,First National Bank of Glendale Building,,,,,33.53828,-112.1851,6838 North 58th Drive,Glendale,Maricopa County,Arizona,"Marker is on North 58th Drive south of West Glendale Avenue, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=171615
172280,,Black Hills National Back Country Byway,,,,U.S. Bureau of Land Management,33.00325,-109.28639,,Clifton,Greenlee County,Arizona,"Marker is at the intersection of Black Hills Back Country Byway and San Francisco River Road, on the right when traveling south on Black Hills Back Country Byway. ",,http://www.hmdb.org/m.asp?m=172280
173929,,Kaibab Trail Suspension Bridge,National Historic Civil Engineering Landmark,,2019,American Society of Civil Engineers,36.06599,-112.11702,1 Yavapai Viewpoint Rd,Grand Canyon National Park,Coconino County,Arizona,"Marker is on Rim Trail north of Yavapai Point, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=173929
175089,,Antelope Hill Campsite,,,,,32.71017,-114.00987,,Roll,Yuma County,Arizona,"Marker can be reached from County 8th Street, 0.3 miles east of Mohawk Valley Road. ",,http://www.hmdb.org/m.asp?m=175089
175090,,Antelope Hill Campsite,,,,,32.71017,-114.00987,,Roll,Yuma County,Arizona,"Marker can be reached from County 8th Street, 0.3 miles east of Mohawk Valley Road. ",,http://www.hmdb.org/m.asp?m=175090
176884,,"Sun City, Arizona",,National Register of Historic Places,,National Park Service,33.60116,-112.29228,10801 W Oakmont Dr,Sun City,Maricopa County,Arizona,"Marker is on Oakmont Drive, 0.1 miles west of 107th Avenue, on the left when traveling west. ",,http://www.hmdb.org/m.asp?m=176884
178071,,Methodist Episcopal Church,1906-1916,Flagstaff Federated Community Church 1916-Present,1991,Flagstaff Federated Community Church and Arizona Historical Society,35.20006,-111.65322,,Flagstaff,Coconino County,Arizona,"Marker is at the intersection of West Aspen Avenue and North Sitgreaves Street, on the right when traveling west on West Aspen Avenue. ",,http://www.hmdb.org/m.asp?m=178071
178072,,"""The Gandy Dancer""",,,2000,City of Flagstaffs Public Art Program,35.19701,-111.64808,,Flagstaff,Coconino County,Arizona,"Marker is at the intersection of Route 66 and South San Francisco Street, on the right when traveling east on Route 66. ",,http://www.hmdb.org/m.asp?m=178072
178779,,The Old Tractor,,,,,35.19645,-111.65447,218 South Milton Road,Flagstaff,Coconino County,Arizona,"Marker is at the intersection of South Milton Road (Business Interstate 40) and West Tucson Avenue, on the right when traveling north on South Milton Road. <font color=red> Reported missing.</font>",Reported Missing,http://www.hmdb.org/m.asp?m=178779
184138,,Harvey-Niemeyer House,,,,,33.02933,-111.38762,250 South Main Street,Florence,Pinal County,Arizona,"Marker is on South Main Street near Brady Street, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=184138
184319,,Arizona Highways,Sunset Point Rest Area,,,Arizona Department of Transportation,35.35321,-109.05761,,Lupton,Apache County,Arizona,Marker can be reached from Interstate 40 at milepost 359. ,,http://www.hmdb.org/m.asp?m=184319
185080,,Sunset,Historic Site,,,Navajo County Historical Society and Arizona Historical Society,35.04679,-110.66002,,Winslow,Navajo County,Arizona,"Marker can be reached from Homolovi State Park Entrance Road, 2.1 miles west of Arizona Route 87. ",,http://www.hmdb.org/m.asp?m=185080
185213,,Gymnasium,C. 1937,,2003,Heritage Crossroads,35.19168,-114.05827,301 North 1st Street,Kingman,Mohave County,Arizona,"Marker is at the intersection of North 1st Street and East Spring Street, on the left when traveling north on North 1st Street. ",,http://www.hmdb.org/m.asp?m=185213
185230,,Crowe-McCoy Building,,,,City of Williams,35.25106,-112.18812,123 West Railroad Avenue,Williams,Coconino County,Arizona,"Marker is on West Railroad Avenue (U.S. 66) 0.1 miles east of South 2nd Street, on the left when traveling west. ",,http://www.hmdb.org/m.asp?m=185230
185328,,Mormon Pioneers Along the Little Colorado River,,,,Homolovi State Park,35.04608,-110.65329,,Winslow,Navajo County,Arizona,"Marker can be reached from Homolovi State Park Entrance Road, 2.1 miles west of Arizona Route 87. ",,http://www.hmdb.org/m.asp?m=185328
185334,,Let It Burn,We built these rooms just to burn them down,Homol'ovi's Experimental Archaeology,,"Homolovi State Park, Arizona State Museum and University of Arizona's School of Anthropology",35.04696,-110.65319,,Winslow,Navajo County,Arizona,"Marker can be reached from Homolovi State Park Entrance Road, 2.1 miles west of Arizona Route 87. ",,http://www.hmdb.org/m.asp?m=185334
185335,,General Lot Smith,1830-1892,,,,35.0468,-110.65992,,Winslow,Navajo County,Arizona,"Marker can be reached from Homolovi State Park Entrance Road, 2.1 miles west of Arizona Route 87. ",,http://www.hmdb.org/m.asp?m=185335
185617,,Thiokol Space Shuttle Solid Rocket Booster,,,,Pima Air & Space Museum,32.14005,-110.86525,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles east of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185617
185622,,McDonnell Douglas F-15A,,,,Pima Air & Space Museum,32.13938,-110.86653,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185622
185623,,McDonnell Douglas F-4C,,,,Pima Air & Space Museum,32.13929,-110.86666,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185623
185624,,Raytheon AIM-7E Sparrow III,,,,Pima Air & Space Museum,32.13932,-110.86672,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185624
185625,,Republic F-105G,,,,Pima Air & Space Museum,32.13925,-110.8668,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185625
